11.27214515,44.91523906,0.38276282,21.126
11.28046725,44.91523906,0.39059934,21.104
11.28878935,44.91523906,0.3995519,21.08
11.29711145,44.91523906,0.40372768,21.068
11.30543356,44.91523906,0.39812315,21.084
11.31375566,44.91523906,0.39703792,21.086
11.32207776,44.91523906,0.40427345,21.067
11.33039986,44.91523906,0.40733954,21.059
11.33872197,44.91523906,0.41234937,21.045
11.34704407,44.91523906,0.42545328,21.011
11.35536617,44.91523906,0.4413594,20.972
11.36368827,44.91523906,0.44580537,20.961
11.37201037,44.91523906,0.4605737,20.925
11.38033248,44.91523906,0.49170333,20.854
11.38865458,44.91523906,0.55670762,20.719
11.39697668,44.91523906,0.66939312,20.519
11.40529878,44.91523906,0.72948557,20.426
11.41362089,44.91523906,0.65275186,20.547
11.42194299,44.91523906,0.59229779,20.652
11.43026509,44.91523906,0.56109524,20.711
11.43858719,44.91523906,0.5409795,20.751
11.4469093,44.91523906,0.52945137,20.774
11.4552314,44.91523906,0.52296925,20.787
11.4635535,44.91523906,0.51815623,20.797
11.4718756,44.91523906,0.51807654,20.798
11.48019771,44.91523906,0.52440464,20.784
11.48851981,44.91523906,0.53802985,20.757
11.49684191,44.91523906,0.55580628,20.721
11.50516401,44.91523906,0.57830441,20.678
11.51348612,44.91523906,0.60921562,20.622
11.52180822,44.91523906,0.64790809,20.555
11.53013032,44.91523906,0.6968714,20.476
11.53845242,44.91523906,0.73748952,20.414
11.54677453,44.91523906,0.77562439,20.359
11.55509663,44.91523906,0.82239914,20.296
11.56341873,44.91523906,0.88516605,20.216
11.57174083,44.91523906,0.96978718,20.117
11.58006294,44.91523906,1.08772898,19.992
11.58838504,44.91523906,1.2717638,19.823
11.59670714,44.91523906,1.51602376,19.632
11.60502924,44.91523906,1.61035001,19.566
11.61335134,44.91523906,1.40114248,19.717
11.62167345,44.91523906,1.15028632,19.932
11.62999555,44.91523906,0.98874652,20.096
11.63831765,44.91523906,0.87983787,20.223
11.64663975,44.91523906,0.80167884,20.324
11.65496186,44.91523906,0.75910437,20.383
11.66328396,44.91523906,0.71230513,20.452
11.67160606,44.91523906,0.65344471,20.546
11.67992816,44.91523906,0.60971797,20.621
11.68825027,44.91523906,0.58106327,20.673
11.69657237,44.91523906,0.55827683,20.716
11.70489447,44.91523906,0.54322904,20.746
11.71321657,44.91523906,0.52686888,20.779
11.72153868,44.91523906,0.51298612,20.808
11.72986078,44.91523906,0.51054555,20.813
11.73818288,44.91523906,0.51610941,20.802
11.74650498,44.91523906,0.51273227,20.809
11.75482709,44.91523906,0.50289291,20.83
11.76314919,44.91523906,0.50429088,20.827
11.77147129,44.91523906,0.51442134,20.805
11.77979339,44.91523906,0.52200007,20.789
11.7881155,44.91523906,0.54411811,20.744
11.7964376,44.91523906,0.59469712,20.648
11.8047597,44.91523906,0.66671973,20.524
11.8130818,44.91523906,0.72887903,20.427
11.82140391,44.91523906,0.75299615,20.392
11.82972601,44.91523906,0.74242431,20.407
11.83804811,44.91523906,0.66752285,20.522
11.84637021,44.91523906,0.57107979,20.692
11.85469231,44.91523906,0.5057255,20.824
11.86301442,44.91523906,0.46722892,20.91
11.87133652,44.91523906,0.4346115,20.988
11.87965862,44.91523906,0.39971602,21.079
11.88798072,44.91523906,0.37907562,21.137
11.89630283,44.91523906,0.37898543,21.137
11.90462493,44.91523906,0.40080646,21.076
11.91294703,44.91523906,0.39192733,21.101
11.92126913,44.91523906,0.35002196,21.223
11.92959124,44.91523906,0.31817886,21.327
11.93791334,44.91523906,0.29809061,21.398
11.94623544,44.91523906,0.28750071,21.437
11.95455754,44.91523906,0.28306115,21.454
11.96287965,44.91523906,0.28196958,21.458
11.97120175,44.91523906,0.28199404,21.458
11.97952385,44.91523906,0.27895877,21.47
11.98784595,44.91523906,0.27366063,21.491
11.99616806,44.91523906,0.26753479,21.515
12.00449016,44.91523906,0.26140895,21.54
12.01281226,44.91523906,0.25722843,21.558
12.02113436,44.91523906,0.25613528,21.562
12.02945647,44.91523906,0.25415444,21.571
12.03777857,44.91523906,0.2446748,21.612
12.04610067,44.91523906,0.23738976,21.645
12.05442277,44.91523906,0.23515774,21.655
12.06274488,44.91523906,0.23710148,21.646
12.07106698,44.91523906,0.24242406,21.622
12.07938908,44.91523906,0.25781521,21.555
12.08771118,44.91523906,0.29518637,21.408
12.09603328,44.91523906,0.33416918,21.274
12.10435539,44.91523906,0.30700502,21.366
12.11267749,44.91523906,0.27094355,21.501
12.12099959,44.91523906,0.25383535,21.572
12.12932169,44.91523906,0.24628077,21.605
12.1376438,44.91523906,0.24404874,21.615
12.1459659,44.91523906,0.24384908,21.616
12.154288,44.91523906,0.24484569,21.611
12.1626101,44.91523906,0.24767874,21.599
12.17093221,44.91523906,0.25465676,21.569
12.17925431,44.91523906,0.26723936,21.516
12.18757641,44.91523906,0.27069005,21.502
12.19589851,44.91523906,0.27087569,21.502
12.20422062,44.91523906,0.27339599,21.492
12.21254272,44.91523906,0.28458059,21.448
12.22086482,44.91523906,0.30474219,21.374
12.22918692,44.91523906,0.32073358,21.318
12.23750903,44.91523906,0.29723653,21.401
